Merchant,Booked Quarter,Quarter On Book,FICO Bucket,Line Item,Value
Merchant 6,Q3 2025,Q4 2025,Exceptional (800-850),Card Origination,-
Merchant 6,Q3 2025,Q4 2025,Exceptional (800-850),CAC / New Account,-
Merchant 6,Q3 2025,Q4 2025,Exceptional (800-850),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q4 2025,Exceptional (800-850),Program Support,"($4,940)"
Merchant 6,Q3 2025,Q4 2025,Exceptional (800-850),Other Credits,-
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),New Accounts,0
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Total Accounts,"6,078"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),In-Month Active Accounts,"4,637"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Net Transaction Volume,"$9,549,100"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),On-Merchant Volume,"$8,011,700"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Off-Merchant Volume,"$1,537,400"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Outstanding Balance,"$12,284,350"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Revolve Balance,"$3,143,000"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Principal Payments,"($6,669,700)"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),EoP Interest & Fees Balance,"$166,050"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Interest Revenue,"$172,080"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Interchange Revenue,"$134,900"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Fee Revenue,"$7,670"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Merchant Discount Rate,"$120,010"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Other Revenue,"$4,050"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Cost of Funds,"($137,810)"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Charge Offs,"($16,890)"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Recoveries / Debt Sale,"$1,320"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Payment Fees,"($13,930)"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Rewards,"($190,139)"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Rebates,"($19,830)"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Royalties,"($68,484)"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),3rd Party Fraud,"($5,430)"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Servicing & Collections,"($12,500)"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Acquisition Bounties,-
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Sign-On Bonus,-
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Marketing Expense,-
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Added Features,-
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),KYC/AML and Underwriting Costs,-
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Card Origination,-
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),CAC / New Account,-
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Program Support,"($7,330)"
Merchant 6,Q3 2025,Q4 2025,Very Good (740-799),Other Credits,"($2,410)"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),New Accounts,0
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Total Accounts,"5,529"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),In-Month Active Accounts,"3,868"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Net Transaction Volume,"$6,466,900"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),On-Merchant Volume,"$5,425,700"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Off-Merchant Volume,"$1,041,200"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Outstanding Balance,"$10,470,820"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Revolve Balance,"$3,497,000"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Principal Payments,"($4,008,800)"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),EoP Interest & Fees Balance,"$240,720"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Interest Revenue,"$217,690"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Interchange Revenue,"$91,360"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Fee Revenue,"$10,670"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Merchant Discount Rate,"$81,950"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Other Revenue,"$3,240"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Cost of Funds,"($117,170)"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Charge Offs,"($30,460)"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Recoveries / Debt Sale,"$2,420"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Payment Fees,"($9,900)"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Rewards,"($114,966)"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Rebates,"($12,470)"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Royalties,"($46,366)"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),3rd Party Fraud,"($4,220)"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Servicing & Collections,"($12,540)"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Acquisition Bounties,-
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Sign-On Bonus,-
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Marketing Expense,-
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Added Features,-
Merchant 6,Q3 2025,Q4 2025,Good (670-739),KYC/AML and Underwriting Costs,-
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Card Origination,-
Merchant 6,Q3 2025,Q4 2025,Good (670-739),CAC / New Account,-
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Program Support,"($6,830)"
Merchant 6,Q3 2025,Q4 2025,Good (670-739),Other Credits,-
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),New Accounts,0
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Total Accounts,"3,832"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),In-Month Active Accounts,"2,447"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Net Transaction Volume,"$3,107,500"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),On-Merchant Volume,"$2,607,200"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Off-Merchant Volume,"$500,300"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Outstanding Balance,"$6,442,770"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Revolve Balance,"$2,781,500"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Principal Payments,"($1,676,300)"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),EoP Interest & Fees Balance,"$249,270"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Interest Revenue,"$194,010"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Interchange Revenue,"$47,010"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Fee Revenue,"$12,150"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Merchant Discount Rate,"$39,880"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Other Revenue,"$1,800"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Cost of Funds,"($72,340)"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Charge Offs,"($31,800)"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Recoveries / Debt Sale,"$2,270"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Payment Fees,"($4,530)"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Rewards,"($49,999)"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Rebates,"($6,150)"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Royalties,"($22,481)"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),3rd Party Fraud,"($2,600)"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Servicing & Collections,"($11,360)"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Acquisition Bounties,-
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Sign-On Bonus,-
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Marketing Expense,-
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Added Features,-
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),KYC/AML and Underwriting Costs,-
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Card Origination,-
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),CAC / New Account,-
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Program Support,"($4,750)"
Merchant 6,Q3 2025,Q4 2025,Fair (580-669),Other Credits,-
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),New Accounts,0
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Total Accounts,"1,696"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),In-Month Active Accounts,929
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Net Transaction Volume,"$859,500"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),On-Merchant Volume,"$721,100"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Off-Merchant Volume,"$138,400"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Outstanding Balance,"$2,100,720"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Revolve Balance,"$1,048,900"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Principal Payments,"($445,200)"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),EoP Interest & Fees Balance,"$111,520"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Interest Revenue,"$78,410"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Interchange Revenue,"$13,000"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Fee Revenue,"$6,700"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Merchant Discount Rate,"$10,910"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Other Revenue,$710
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Cost of Funds,"($23,880)"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Charge Offs,"($18,540)"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Recoveries / Debt Sale,"$1,280"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Payment Fees,"($1,320)"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Rewards,"($12,335)"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Rebates,"($1,750)"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Royalties,"($6,201)"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),3rd Party Fraud,($970)
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Servicing & Collections,"($6,190)"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Acquisition Bounties,-
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Sign-On Bonus,-
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Marketing Expense,-
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Added Features,-
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),KYC/AML and Underwriting Costs,-
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Card Origination,-
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),CAC / New Account,-
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Program Support,"($1,990)"
Merchant 6,Q3 2025,Q4 2025,Poor (300-579),Other Credits,-
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),New Accounts,0
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Total Accounts,"4,216"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),In-Month Active Accounts,"2,751"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Net Transaction Volume,"$4,748,700"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),On-Merchant Volume,"$3,931,900"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Off-Merchant Volume,"$816,800"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Outstanding Balance,"$7,805,950"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Revolve Balance,"$2,666,300"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Principal Payments,"($6,485,100)"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),EoP Interest & Fees Balance,"$112,250"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Interest Revenue,"$125,980"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Interchange Revenue,"$62,700"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Fee Revenue,"$3,480"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Merchant Discount Rate,"$58,850"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Other Revenue,"$2,330"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Cost of Funds,"($110,420)"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Charge Offs,"($8,060)"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Recoveries / Debt Sale,$720
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Payment Fees,"($6,990)"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Rewards,"($94,005)"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Rebates,"($9,290)"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Royalties,"($33,301)"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),3rd Party Fraud,"($2,370)"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Servicing & Collections,"($6,630)"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Acquisition Bounties,-
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Sign-On Bonus,-
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Marketing Expense,-
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Added Features,-
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),KYC/AML and Underwriting Costs,-
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Card Origination,-
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),CAC / New Account,-
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Program Support,"($4,760)"
Merchant 6,Q3 2025,Q1 2026,Exceptional (800-850),Other Credits,-
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),New Accounts,0
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Total Accounts,"5,978"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),In-Month Active Accounts,"3,701"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Net Transaction Volume,"$5,411,500"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),On-Merchant Volume,"$4,480,700"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Off-Merchant Volume,"$930,800"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Outstanding Balance,"$11,183,740"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Revolve Balance,"$4,451,400"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Principal Payments,"($6,581,400)"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),EoP Interest & Fees Balance,"$259,840"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Interest Revenue,"$243,710"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Interchange Revenue,"$76,870"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Fee Revenue,"$7,260"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Merchant Discount Rate,"$65,980"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Other Revenue,"$2,880"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Cost of Funds,"($149,610)"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Charge Offs,"($25,070)"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Recoveries / Debt Sale,"$2,120"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Payment Fees,"($8,300)"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Rewards,"($107,312)"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Rebates,"($10,600)"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Royalties,"($37,472)"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),3rd Party Fraud,"($3,020)"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Servicing & Collections,"($9,970)"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Acquisition Bounties,-
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Sign-On Bonus,-
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Marketing Expense,-
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Added Features,-
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),KYC/AML and Underwriting Costs,-
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Card Origination,-
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),CAC / New Account,-
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Program Support,"($6,840)"
Merchant 6,Q3 2025,Q1 2026,Very Good (740-799),Other Credits,"($4,210)"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),New Accounts,0
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Total Accounts,"5,437"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),In-Month Active Accounts,"3,107"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Net Transaction Volume,"$3,587,400"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),On-Merchant Volume,"$2,970,400"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Off-Merchant Volume,"$617,000"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Outstanding Balance,"$10,004,160"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Revolve Balance,"$4,745,900"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Principal Payments,"($4,149,100)"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),EoP Interest & Fees Balance,"$381,360"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Interest Revenue,"$295,430"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Interchange Revenue,"$50,960"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Fee Revenue,"$11,420"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Merchant Discount Rate,"$43,890"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Other Revenue,"$2,350"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Cost of Funds,"($130,530)"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Charge Offs,"($47,410)"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Recoveries / Debt Sale,"$4,390"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Payment Fees,"($5,530)"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Rewards,"($63,534)"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Rebates,"($7,430)"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Royalties,"($25,288)"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),3rd Party Fraud,"($2,360)"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Servicing & Collections,"($10,010)"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Acquisition Bounties,-
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Sign-On Bonus,-
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Marketing Expense,-
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Added Features,-
Merchant 6,Q3 2025,Q1 2026,Good (670-739),KYC/AML and Underwriting Costs,-
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Card Origination,-
Merchant 6,Q3 2025,Q1 2026,Good (670-739),CAC / New Account,-
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Program Support,"($6,430)"
Merchant 6,Q3 2025,Q1 2026,Good (670-739),Other Credits,-
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),New Accounts,0
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Total Accounts,"3,746"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),In-Month Active Accounts,"1,924"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Net Transaction Volume,"$1,693,200"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),On-Merchant Volume,"$1,402,000"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Off-Merchant Volume,"$291,200"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Outstanding Balance,"$6,348,210"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Revolve Balance,"$3,775,400"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Principal Payments,"($1,885,000)"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),EoP Interest & Fees Balance,"$395,810"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Interest Revenue,"$263,330"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Interchange Revenue,"$25,740"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Fee Revenue,"$11,790"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Merchant Discount Rate,"$21,300"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Other Revenue,"$1,540"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Cost of Funds,"($81,540)"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Charge Offs,"($52,630)"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Recoveries / Debt Sale,"$5,040"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Payment Fees,"($2,540)"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Rewards,"($26,913)"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Rebates,"($3,340)"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Royalties,"($11,491)"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),3rd Party Fraud,"($1,520)"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Servicing & Collections,"($8,950)"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Acquisition Bounties,-
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Sign-On Bonus,-
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Marketing Expense,-
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Added Features,-
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),KYC/AML and Underwriting Costs,-
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Card Origination,-
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),CAC / New Account,-
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Program Support,"($4,270)"
Merchant 6,Q3 2025,Q1 2026,Fair (580-669),Other Credits,-
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),New Accounts,0
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Total Accounts,"1,637"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),In-Month Active Accounts,691
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Net Transaction Volume,"$444,000"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),On-Merchant Volume,"$367,600"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Off-Merchant Volume,"$76,400"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Outstanding Balance,"$2,119,390"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Revolve Balance,"$1,391,900"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Principal Payments,"($462,300)"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),EoP Interest & Fees Balance,"$176,890"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Interest Revenue,"$104,040"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Interchange Revenue,"$6,750"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Fee Revenue,"$6,010"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Merchant Discount Rate,"$5,510"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Other Revenue,$500
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Cost of Funds,"($26,900)"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Charge Offs,"($30,940)"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Recoveries / Debt Sale,"$2,690"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Payment Fees,($660)
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Rewards,"($6,281)"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Rebates,($870)
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Royalties,"($3,134)"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),3rd Party Fraud,($530)
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Servicing & Collections,"($4,610)"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Acquisition Bounties,-
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Sign-On Bonus,-
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Marketing Expense,-
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Added Features,-
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),KYC/AML and Underwriting Costs,-
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Card Origination,-
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),CAC / New Account,-
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Program Support,"($2,040)"
Merchant 6,Q3 2025,Q1 2026,Poor (300-579),Other Credits,-
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),New Accounts,0
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Total Accounts,"4,217"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),In-Month Active Accounts,"2,965"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Net Transaction Volume,"$6,359,700"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),On-Merchant Volume,"$5,195,900"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Off-Merchant Volume,"$1,163,800"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Outstanding Balance,"$8,429,840"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Revolve Balance,"$2,305,600"
