Merchant,Grain FICO,QSB,Line Item,Driver Basis,rate
Merchant 3,Exceptional (800-850),3,Rebates,Net Transaction Volume,-0.0019910417781557207
Merchant 3,Exceptional (800-850),4,Rebates,Net Transaction Volume,-0.00198836518199665
Merchant 3,Exceptional (800-850),5,Rebates,Net Transaction Volume,-0.001928769269507316
Merchant 3,Exceptional (800-850),6,Rebates,Net Transaction Volume,-0.002019700467013796
Merchant 3,Exceptional (800-850),7,Rebates,Net Transaction Volume,-0.0020196584147356878
Merchant 3,Exceptional (800-850),8,Rebates,Net Transaction Volume,-0.0019693526772708732
Merchant 3,Exceptional (800-850),9,Rebates,Net Transaction Volume,-0.0019212523719165085
Merchant 3,Fair (580-669),0,Rebates,Net Transaction Volume,-0.0019923611001281057
Merchant 3,Fair (580-669),1,Rebates,Net Transaction Volume,-0.0019930626902811685
Merchant 3,Fair (580-669),2,Rebates,Net Transaction Volume,-0.001995276444992925
Merchant 3,Fair (580-669),3,Rebates,Net Transaction Volume,-0.0019699595990219404
Merchant 3,Fair (580-669),4,Rebates,Net Transaction Volume,-0.0020108420554185782
Merchant 3,Fair (580-669),5,Rebates,Net Transaction Volume,-0.0019923274199359913
Merchant 3,Fair (580-669),6,Rebates,Net Transaction Volume,-0.0020078645576502422
Merchant 3,Fair (580-669),7,Rebates,Net Transaction Volume,-0.0020320588065503107
Merchant 3,Fair (580-669),8,Rebates,Net Transaction Volume,-0.001973835207711728
Merchant 3,Fair (580-669),9,Rebates,Net Transaction Volume,-0.002020839911588254
Merchant 3,Good (670-739),0,Rebates,Net Transaction Volume,-0.002023284506746469
Merchant 3,Good (670-739),1,Rebates,Net Transaction Volume,-0.00198943559367831
Merchant 3,Good (670-739),2,Rebates,Net Transaction Volume,-0.0019684936327126474
Merchant 3,Good (670-739),3,Rebates,Net Transaction Volume,-0.0020006385788717473
Merchant 3,Good (670-739),4,Rebates,Net Transaction Volume,-0.0019580351102090232
Merchant 3,Good (670-739),5,Rebates,Net Transaction Volume,-0.0019825425345489233
Merchant 3,Good (670-739),6,Rebates,Net Transaction Volume,-0.0019735602164723622
Merchant 3,Good (670-739),7,Rebates,Net Transaction Volume,-0.0019857510989843867
Merchant 3,Good (670-739),8,Rebates,Net Transaction Volume,-0.0019806015160159754
Merchant 3,Good (670-739),9,Rebates,Net Transaction Volume,-0.0020045161034742305
Merchant 3,Poor (300-579),0,Rebates,Net Transaction Volume,-0.0019774760316507807
Merchant 3,Poor (300-579),1,Rebates,Net Transaction Volume,-0.0019974313911045017
Merchant 3,Poor (300-579),2,Rebates,Net Transaction Volume,-0.002005611161662117
Merchant 3,Poor (300-579),3,Rebates,Net Transaction Volume,-0.0019931500332984495
Merchant 3,Poor (300-579),4,Rebates,Net Transaction Volume,-0.0020344287949921754
Merchant 3,Poor (300-579),5,Rebates,Net Transaction Volume,-0.002045351815579328
Merchant 3,Poor (300-579),6,Rebates,Net Transaction Volume,-0.002059391376298612
Merchant 3,Poor (300-579),7,Rebates,Net Transaction Volume,-0.0020519443248672694
Merchant 3,Poor (300-579),8,Rebates,Net Transaction Volume,-0.0019731072785735167
Merchant 3,Poor (300-579),9,Rebates,Net Transaction Volume,-0.0019110096976611523
Merchant 3,Very Good (740-799),0,Rebates,Net Transaction Volume,-0.0020044291165591936
Merchant 3,Very Good (740-799),1,Rebates,Net Transaction Volume,-0.001985404374150725
Merchant 3,Very Good (740-799),2,Rebates,Net Transaction Volume,-0.002005089964600658
Merchant 3,Very Good (740-799),3,Rebates,Net Transaction Volume,-0.0020103659995215693
Merchant 3,Very Good (740-799),4,Rebates,Net Transaction Volume,-0.001995166594033517
Merchant 3,Very Good (740-799),5,Rebates,Net Transaction Volume,-0.0020359843899793737
Merchant 3,Very Good (740-799),6,Rebates,Net Transaction Volume,-0.0019698683327184427
Merchant 3,Very Good (740-799),7,Rebates,Net Transaction Volume,-0.0019923030604497736
Merchant 3,Very Good (740-799),8,Rebates,Net Transaction Volume,-0.001969533774426835
Merchant 3,Very Good (740-799),9,Rebates,Net Transaction Volume,-0.0020161985180079268
Merchant 4,Exceptional (800-850),0,Rebates,Net Transaction Volume,-0.0019988145987863276
Merchant 4,Exceptional (800-850),1,Rebates,Net Transaction Volume,-0.002029611061980591
Merchant 4,Exceptional (800-850),2,Rebates,Net Transaction Volume,-0.0019772459528505436
Merchant 4,Exceptional (800-850),3,Rebates,Net Transaction Volume,-0.0020069449790025575
Merchant 4,Exceptional (800-850),4,Rebates,Net Transaction Volume,-0.0019711690052025854
Merchant 4,Exceptional (800-850),5,Rebates,Net Transaction Volume,-0.001981205443940376
Merchant 4,Exceptional (800-850),6,Rebates,Net Transaction Volume,-0.0019630902840600687
Merchant 4,Exceptional (800-850),7,Rebates,Net Transaction Volume,-0.0019245560360298768
Merchant 4,Exceptional (800-850),8,Rebates,Net Transaction Volume,-0.0020943340255117175
Merchant 4,Fair (580-669),0,Rebates,Net Transaction Volume,-0.002004070101240926
Merchant 4,Fair (580-669),1,Rebates,Net Transaction Volume,-0.0019915267556834654
Merchant 4,Fair (580-669),2,Rebates,Net Transaction Volume,-0.001940045836028396
Merchant 4,Fair (580-669),3,Rebates,Net Transaction Volume,-0.001973242722169555
Merchant 4,Fair (580-669),4,Rebates,Net Transaction Volume,-0.0019898254485636825
Merchant 4,Fair (580-669),5,Rebates,Net Transaction Volume,-0.0020106500183621006
Merchant 4,Fair (580-669),6,Rebates,Net Transaction Volume,-0.0019752612906318917
Merchant 4,Fair (580-669),7,Rebates,Net Transaction Volume,-0.002013075279953395
Merchant 4,Fair (580-669),8,Rebates,Net Transaction Volume,-0.001940021641675684
Merchant 4,Good (670-739),0,Rebates,Net Transaction Volume,-0.001976401382656322
Merchant 4,Good (670-739),1,Rebates,Net Transaction Volume,-0.001997661111807209
Merchant 4,Good (670-739),2,Rebates,Net Transaction Volume,-0.001992295813769727
Merchant 4,Good (670-739),3,Rebates,Net Transaction Volume,-0.0020367236552847586
Merchant 4,Good (670-739),4,Rebates,Net Transaction Volume,-0.0019597446163835083
Merchant 4,Good (670-739),5,Rebates,Net Transaction Volume,-0.001987311741712287
Merchant 4,Good (670-739),6,Rebates,Net Transaction Volume,-0.0019674237038699942
Merchant 4,Good (670-739),7,Rebates,Net Transaction Volume,-0.0020605272200677435
Merchant 4,Good (670-739),8,Rebates,Net Transaction Volume,-0.0020620401225594346
Merchant 4,Poor (300-579),0,Rebates,Net Transaction Volume,-0.002008536009951529
Merchant 4,Poor (300-579),1,Rebates,Net Transaction Volume,-0.0019733726253749408
Merchant 4,Poor (300-579),2,Rebates,Net Transaction Volume,-0.0020181212962548326
Merchant 4,Poor (300-579),3,Rebates,Net Transaction Volume,-0.0019958344286494247
Merchant 4,Poor (300-579),4,Rebates,Net Transaction Volume,-0.0019990514583827367
Merchant 4,Poor (300-579),5,Rebates,Net Transaction Volume,-0.0020273852967780167
Merchant 4,Poor (300-579),6,Rebates,Net Transaction Volume,-0.001961843800656719
Merchant 4,Poor (300-579),7,Rebates,Net Transaction Volume,-0.0019998305228370477
Merchant 4,Poor (300-579),8,Rebates,Net Transaction Volume,-0.002073661405137728
Merchant 4,Very Good (740-799),0,Rebates,Net Transaction Volume,-0.0020012698880106008
Merchant 4,Very Good (740-799),1,Rebates,Net Transaction Volume,-0.0019618835308209954
Merchant 4,Very Good (740-799),2,Rebates,Net Transaction Volume,-0.00197062011924598
Merchant 4,Very Good (740-799),3,Rebates,Net Transaction Volume,-0.0019849050344198393
Merchant 4,Very Good (740-799),4,Rebates,Net Transaction Volume,-0.0020140904059592546
Merchant 4,Very Good (740-799),5,Rebates,Net Transaction Volume,-0.0019829761497543587
Merchant 4,Very Good (740-799),6,Rebates,Net Transaction Volume,-0.0020579891021146016
Merchant 4,Very Good (740-799),7,Rebates,Net Transaction Volume,-0.002024768272299043
Merchant 4,Very Good (740-799),8,Rebates,Net Transaction Volume,-0.0019475551227655283
Merchant 5,Exceptional (800-850),0,Rebates,Net Transaction Volume,-0.001992975923496805
Merchant 5,Exceptional (800-850),1,Rebates,Net Transaction Volume,-0.002002900126880551
Merchant 5,Exceptional (800-850),2,Rebates,Net Transaction Volume,-0.0020220825422572856
Merchant 5,Exceptional (800-850),3,Rebates,Net Transaction Volume,-0.002026949868676487
Merchant 5,Exceptional (800-850),4,Rebates,Net Transaction Volume,-0.002057217200395723
Merchant 5,Exceptional (800-850),5,Rebates,Net Transaction Volume,-0.0019828987077304032
Merchant 5,Exceptional (800-850),6,Rebates,Net Transaction Volume,-0.0019876434245366284
Merchant 5,Exceptional (800-850),7,Rebates,Net Transaction Volume,-0.0020446375074895146
Merchant 5,Fair (580-669),0,Rebates,Net Transaction Volume,-0.002030106089414995
Merchant 5,Fair (580-669),1,Rebates,Net Transaction Volume,-0.002005342240881298
Merchant 5,Fair (580-669),2,Rebates,Net Transaction Volume,-0.002031522884401657
Merchant 5,Fair (580-669),3,Rebates,Net Transaction Volume,-0.002007340006607792
Merchant 5,Fair (580-669),4,Rebates,Net Transaction Volume,-0.0019346216440511732
Merchant 5,Fair (580-669),5,Rebates,Net Transaction Volume,-0.0020354461728968347
Merchant 5,Fair (580-669),6,Rebates,Net Transaction Volume,-0.0020207521210731483
Merchant 5,Fair (580-669),7,Rebates,Net Transaction Volume,-0.001936078672403196
Merchant 5,Good (670-739),0,Rebates,Net Transaction Volume,-0.001982135473844794
Merchant 5,Good (670-739),1,Rebates,Net Transaction Volume,-0.0019608808522066064
Merchant 5,Good (670-739),2,Rebates,Net Transaction Volume,-0.0019786840983373596
Merchant 5,Good (670-739),3,Rebates,Net Transaction Volume,-0.002045483600619327
Merchant 5,Good (670-739),4,Rebates,Net Transaction Volume,-0.001964021685559389
Merchant 5,Good (670-739),5,Rebates,Net Transaction Volume,-0.0019798136645962734
Merchant 5,Good (670-739),6,Rebates,Net Transaction Volume,-0.002011897174421075
Merchant 5,Good (670-739),7,Rebates,Net Transaction Volume,-0.0020902934537246048
Merchant 5,Poor (300-579),0,Rebates,Net Transaction Volume,-0.0019777292508789046
Merchant 5,Poor (300-579),1,Rebates,Net Transaction Volume,-0.00201224162543755
Merchant 5,Poor (300-579),2,Rebates,Net Transaction Volume,-0.0020212367270455965
Merchant 5,Poor (300-579),3,Rebates,Net Transaction Volume,-0.0020265127489534442
Merchant 5,Poor (300-579),4,Rebates,Net Transaction Volume,-0.0019270192701927018
Merchant 5,Poor (300-579),5,Rebates,Net Transaction Volume,-0.0020293060547414985
Merchant 5,Poor (300-579),6,Rebates,Net Transaction Volume,-0.001961615947407486
Merchant 5,Poor (300-579),7,Rebates,Net Transaction Volume,-0.001939607670266696
Merchant 5,Very Good (740-799),0,Rebates,Net Transaction Volume,-0.0020414057529384187
Merchant 5,Very Good (740-799),1,Rebates,Net Transaction Volume,-0.0020390121633497836
Merchant 5,Very Good (740-799),2,Rebates,Net Transaction Volume,-0.0020300727566693612
Merchant 5,Very Good (740-799),3,Rebates,Net Transaction Volume,-0.001985016275988419
Merchant 5,Very Good (740-799),4,Rebates,Net Transaction Volume,-0.001960298003453177
Merchant 5,Very Good (740-799),5,Rebates,Net Transaction Volume,-0.001975178680259294
Merchant 5,Very Good (740-799),6,Rebates,Net Transaction Volume,-0.0019315318875660723
Merchant 5,Very Good (740-799),7,Rebates,Net Transaction Volume,-0.0020901236484039526
Merchant 6,Exceptional (800-850),0,Rebates,Net Transaction Volume,-0.0020443418998962706
Merchant 6,Exceptional (800-850),1,Rebates,Net Transaction Volume,-0.001991365326037763
Merchant 6,Exceptional (800-850),2,Rebates,Net Transaction Volume,-0.0019865475659784334
Merchant 6,Exceptional (800-850),3,Rebates,Net Transaction Volume,-0.0019739952264367774
Merchant 6,Exceptional (800-850),4,Rebates,Net Transaction Volume,-0.0020177711012666637
Merchant 6,Exceptional (800-850),5,Rebates,Net Transaction Volume,-0.0020189856149626967
Merchant 6,Exceptional (800-850),6,Rebates,Net Transaction Volume,-0.0019968790134368137
Merchant 6,Fair (580-669),0,Rebates,Net Transaction Volume,-0.001977705075618135
Merchant 6,Fair (580-669),1,Rebates,Net Transaction Volume,-0.001999275099673795
Merchant 6,Fair (580-669),2,Rebates,Net Transaction Volume,-0.0019816664432229522
Merchant 6,Fair (580-669),3,Rebates,Net Transaction Volume,-0.0020284974686734015
Merchant 6,Fair (580-669),4,Rebates,Net Transaction Volume,-0.002051123160340821
Merchant 6,Fair (580-669),5,Rebates,Net Transaction Volume,-0.0019785458879618594
Merchant 6,Fair (580-669),6,Rebates,Net Transaction Volume,-0.0020612538171366985
Merchant 6,Good (670-739),0,Rebates,Net Transaction Volume,-0.0020027411523464477
Merchant 6,Good (670-739),1,Rebates,Net Transaction Volume,-0.001960372691235178
Merchant 6,Good (670-739),2,Rebates,Net Transaction Volume,-0.0019917690301906946
Merchant 6,Good (670-739),3,Rebates,Net Transaction Volume,-0.0019857491396164224
Merchant 6,Good (670-739),4,Rebates,Net Transaction Volume,-0.002035933923499076
Merchant 6,Good (670-739),5,Rebates,Net Transaction Volume,-0.0020023905131545373
Merchant 6,Good (670-739),6,Rebates,Net Transaction Volume,-0.001955477101108169
Merchant 6,Poor (300-579),0,Rebates,Net Transaction Volume,-0.0019912251096861288
Merchant 6,Poor (300-579),1,Rebates,Net Transaction Volume,-0.002011416145691764
Merchant 6,Poor (300-579),2,Rebates,Net Transaction Volume,-0.002014195878214308
Merchant 6,Poor (300-579),3,Rebates,Net Transaction Volume,-0.0019612023022809637
Merchant 6,Poor (300-579),4,Rebates,Net Transaction Volume,-0.0019333929369691552
Merchant 6,Poor (300-579),5,Rebates,Net Transaction Volume,-0.002020650605084934
Merchant 6,Poor (300-579),6,Rebates,Net Transaction Volume,-0.001970198675496689
Merchant 6,Very Good (740-799),0,Rebates,Net Transaction Volume,-0.0020062218609859504
Merchant 6,Very Good (740-799),1,Rebates,Net Transaction Volume,-0.0020468191481905476
Merchant 6,Very Good (740-799),2,Rebates,Net Transaction Volume,-0.001997508064473552
Merchant 6,Very Good (740-799),3,Rebates,Net Transaction Volume,-0.002000844777465029
Merchant 6,Very Good (740-799),4,Rebates,Net Transaction Volume,-0.0019491419613501103
Merchant 6,Very Good (740-799),5,Rebates,Net Transaction Volume,-0.0020329087048832272
Merchant 6,Very Good (740-799),6,Rebates,Net Transaction Volume,-0.00196764431732574
Merchant 7,Exceptional (800-850),0,Rebates,Net Transaction Volume,-0.0020288720630813636
Merchant 7,Exceptional (800-850),1,Rebates,Net Transaction Volume,-0.0020017489797618058
Merchant 7,Exceptional (800-850),2,Rebates,Net Transaction Volume,-0.002037585668690177
Merchant 7,Exceptional (800-850),3,Rebates,Net Transaction Volume,-0.0020425414194817568
Merchant 7,Exceptional (800-850),4,Rebates,Net Transaction Volume,-0.002002570803826798
Merchant 7,Exceptional (800-850),5,Rebates,Net Transaction Volume,-0.0020642964760208974
Merchant 7,Fair (580-669),0,Rebates,Net Transaction Volume,-0.002009382815776801
Merchant 7,Fair (580-669),1,Rebates,Net Transaction Volume,-0.00201508389686824
Merchant 7,Fair (580-669),2,Rebates,Net Transaction Volume,-0.0020081140499988667
Merchant 7,Fair (580-669),3,Rebates,Net Transaction Volume,-0.001971645353186336
Merchant 7,Fair (580-669),4,Rebates,Net Transaction Volume,-0.0020050125313283208
Merchant 7,Fair (580-669),5,Rebates,Net Transaction Volume,-0.0020247057963599154
Merchant 7,Good (670-739),0,Rebates,Net Transaction Volume,-0.001976565746986796
Merchant 7,Good (670-739),1,Rebates,Net Transaction Volume,-0.0019978163784768583
Merchant 7,Good (670-739),2,Rebates,Net Transaction Volume,-0.0019477767032243462
Merchant 7,Good (670-739),3,Rebates,Net Transaction Volume,-0.001933327930073505
Merchant 7,Good (670-739),4,Rebates,Net Transaction Volume,-0.0020492535713009185
Merchant 7,Good (670-739),5,Rebates,Net Transaction Volume,-0.002049424493005743
Merchant 7,Poor (300-579),0,Rebates,Net Transaction Volume,-0.002017920616113744
Merchant 7,Poor (300-579),1,Rebates,Net Transaction Volume,-0.002008939073159257
Merchant 7,Poor (300-579),2,Rebates,Net Transaction Volume,-0.001967194310621702
Merchant 7,Poor (300-579),3,Rebates,Net Transaction Volume,-0.0019728506787330315
Merchant 7,Poor (300-579),4,Rebates,Net Transaction Volume,-0.0019739224918507788
Merchant 7,Poor (300-579),5,Rebates,Net Transaction Volume,-0.002062588904694168
Merchant 7,Very Good (740-799),0,Rebates,Net Transaction Volume,-0.0019802715053668435
Merchant 7,Very Good (740-799),1,Rebates,Net Transaction Volume,-0.002013982055255257
Merchant 7,Very Good (740-799),2,Rebates,Net Transaction Volume,-0.0020336093521675595
Merchant 7,Very Good (740-799),3,Rebates,Net Transaction Volume,-0.001987071623415307
Merchant 7,Very Good (740-799),4,Rebates,Net Transaction Volume,-0.0019981088496535473
Merchant 7,Very Good (740-799),5,Rebates,Net Transaction Volume,-0.0020027902650751822
Merchant 8,Exceptional (800-850),0,Rebates,Net Transaction Volume,-0.00202482188002758
Merchant 8,Exceptional (800-850),1,Rebates,Net Transaction Volume,-0.0019784920682074745
Merchant 8,Exceptional (800-850),2,Rebates,Net Transaction Volume,-0.0020295342673229836
Merchant 8,Exceptional (800-850),3,Rebates,Net Transaction Volume,-0.0020344531919869045
Merchant 8,Exceptional (800-850),4,Rebates,Net Transaction Volume,-0.0019563368301672808
Merchant 8,Fair (580-669),0,Rebates,Net Transaction Volume,-0.001979403504079176
Merchant 8,Fair (580-669),1,Rebates,Net Transaction Volume,-0.001996280583483466
Merchant 8,Fair (580-669),2,Rebates,Net Transaction Volume,-0.001983988861816916
Merchant 8,Fair (580-669),3,Rebates,Net Transaction Volume,-0.0019808902353763693
Merchant 8,Fair (580-669),4,Rebates,Net Transaction Volume,-0.002070041117255069
Merchant 8,Good (670-739),0,Rebates,Net Transaction Volume,-0.001986983319684496
Merchant 8,Good (670-739),1,Rebates,Net Transaction Volume,-0.0020198387157838943
Merchant 8,Good (670-739),2,Rebates,Net Transaction Volume,-0.001976130867018303
Merchant 8,Good (670-739),3,Rebates,Net Transaction Volume,-0.0019992101885674793
Merchant 8,Good (670-739),4,Rebates,Net Transaction Volume,-0.0020601088022830644
Merchant 8,Poor (300-579),0,Rebates,Net Transaction Volume,-0.0019989009479324084
Merchant 8,Poor (300-579),1,Rebates,Net Transaction Volume,-0.0019903782662013016
Merchant 8,Poor (300-579),2,Rebates,Net Transaction Volume,-0.001997287634077179
Merchant 8,Poor (300-579),3,Rebates,Net Transaction Volume,-0.002005806281340723
Merchant 8,Poor (300-579),4,Rebates,Net Transaction Volume,-0.001973359644795264
Merchant 8,Very Good (740-799),0,Rebates,Net Transaction Volume,-0.0019932103122584114
Merchant 8,Very Good (740-799),1,Rebates,Net Transaction Volume,-0.0019795727258868877
Merchant 8,Very Good (740-799),2,Rebates,Net Transaction Volume,-0.0019871537535126457
Merchant 8,Very Good (740-799),3,Rebates,Net Transaction Volume,-0.002018023995134627
Merchant 8,Very Good (740-799),4,Rebates,Net Transaction Volume,-0.0019678190911067623
Merchant 9,ALL,0,Rebates,Net Transaction Volume,-0.0019942427880915
Merchant 9,ALL,1,Rebates,Net Transaction Volume,-0.001976748119664866
Merchant 9,ALL,2,Rebates,Net Transaction Volume,-0.0019908652252384985
Merchant 9,ALL,3,Rebates,Net Transaction Volume,-0.0019817429975813373
Merchant 1,Exceptional (800-850),0,Payment Fees,Net Transaction Volume,-0.001483609311155768
Merchant 1,Exceptional (800-850),1,Payment Fees,Net Transaction Volume,-0.001508061270089788
Merchant 1,Exceptional (800-850),2,Payment Fees,Net Transaction Volume,-0.0014893024253834653
Merchant 1,Exceptional (800-850),3,Payment Fees,Net Transaction Volume,-0.001498714047236799
Merchant 1,Exceptional (800-850),4,Payment Fees,Net Transaction Volume,-0.0014730244751393388
Merchant 1,Exceptional (800-850),5,Payment Fees,Net Transaction Volume,-0.001493176585591727
Merchant 1,Exceptional (800-850),6,Payment Fees,Net Transaction Volume,-0.0014966884912524674
Merchant 1,Exceptional (800-850),7,Payment Fees,Net Transaction Volume,-0.0015104174844169506
Merchant 1,Exceptional (800-850),8,Payment Fees,Net Transaction Volume,-0.0015047973160672694
Merchant 1,Exceptional (800-850),9,Payment Fees,Net Transaction Volume,-0.0014991020243580867
Merchant 1,Exceptional (800-850),10,Payment Fees,Net Transaction Volume,-0.0014880683212961407
Merchant 1,Exceptional (800-850),11,Payment Fees,Net Transaction Volume,-0.001483563040657957
Merchant 1,Exceptional (800-850),12,Payment Fees,Net Transaction Volume,-0.001511091260979604
Merchant 1,Exceptional (800-850),13,Payment Fees,Net Transaction Volume,-0.0014770769026833564
Merchant 1,Fair (580-669),0,Payment Fees,Net Transaction Volume,-0.00150385363919363
Merchant 1,Fair (580-669),1,Payment Fees,Net Transaction Volume,-0.0015043010074242329
Merchant 1,Fair (580-669),2,Payment Fees,Net Transaction Volume,-0.0015024266845368123
Merchant 1,Fair (580-669),3,Payment Fees,Net Transaction Volume,-0.001496554032362725
Merchant 1,Fair (580-669),4,Payment Fees,Net Transaction Volume,-0.0014919758796593059
Merchant 1,Fair (580-669),5,Payment Fees,Net Transaction Volume,-0.0014830450769440283
Merchant 1,Fair (580-669),6,Payment Fees,Net Transaction Volume,-0.0015032866825463356
Merchant 1,Fair (580-669),7,Payment Fees,Net Transaction Volume,-0.0015122122987291527
Merchant 1,Fair (580-669),8,Payment Fees,Net Transaction Volume,-0.0014997801369432753
Merchant 1,Fair (580-669),9,Payment Fees,Net Transaction Volume,-0.0014828856045572569
Merchant 1,Fair (580-669),10,Payment Fees,Net Transaction Volume,-0.0014891361304395511
Merchant 1,Fair (580-669),11,Payment Fees,Net Transaction Volume,-0.0014677158323567164
Merchant 1,Fair (580-669),12,Payment Fees,Net Transaction Volume,-0.0014875498544788186
Merchant 1,Fair (580-669),13,Payment Fees,Net Transaction Volume,-0.0015027624309392265
Merchant 1,Good (670-739),0,Payment Fees,Net Transaction Volume,-0.001498137872425515
Merchant 1,Good (670-739),1,Payment Fees,Net Transaction Volume,-0.0015023091024892778
Merchant 1,Good (670-739),2,Payment Fees,Net Transaction Volume,-0.0015037032083983967
Merchant 1,Good (670-739),3,Payment Fees,Net Transaction Volume,-0.0014873122390796003
Merchant 1,Good (670-739),4,Payment Fees,Net Transaction Volume,-0.001507643067953088
Merchant 1,Good (670-739),5,Payment Fees,Net Transaction Volume,-0.0015088021755099846
Merchant 1,Good (670-739),6,Payment Fees,Net Transaction Volume,-0.0014907480985355886
Merchant 1,Good (670-739),7,Payment Fees,Net Transaction Volume,-0.0014969330587479793
Merchant 1,Good (670-739),8,Payment Fees,Net Transaction Volume,-0.00150516984173254
Merchant 1,Good (670-739),9,Payment Fees,Net Transaction Volume,-0.001503437346069004
Merchant 1,Good (670-739),10,Payment Fees,Net Transaction Volume,-0.0015183574411241352
Merchant 1,Good (670-739),11,Payment Fees,Net Transaction Volume,-0.0014645430531893277
Merchant 1,Good (670-739),12,Payment Fees,Net Transaction Volume,-0.0014767673669682565
Merchant 1,Good (670-739),13,Payment Fees,Net Transaction Volume,-0.0015256117857363003
Merchant 1,Poor (300-579),0,Payment Fees,Net Transaction Volume,-0.0014968190485833376
Merchant 1,Poor (300-579),1,Payment Fees,Net Transaction Volume,-0.001508468595624559
Merchant 1,Poor (300-579),2,Payment Fees,Net Transaction Volume,-0.0015003775213029878
Merchant 1,Poor (300-579),3,Payment Fees,Net Transaction Volume,-0.0014936699255062161
Merchant 1,Poor (300-579),4,Payment Fees,Net Transaction Volume,-0.0015006703282446048
Merchant 1,Poor (300-579),5,Payment Fees,Net Transaction Volume,-0.0015148909828736502
Merchant 1,Poor (300-579),6,Payment Fees,Net Transaction Volume,-0.001514444574050313
Merchant 1,Poor (300-579),7,Payment Fees,Net Transaction Volume,-0.00149066180456315
Merchant 1,Poor (300-579),8,Payment Fees,Net Transaction Volume,-0.0015130254407906777
Merchant 1,Poor (300-579),9,Payment Fees,Net Transaction Volume,-0.001485929861030912
Merchant 1,Poor (300-579),10,Payment Fees,Net Transaction Volume,-0.001511879049676026
Merchant 1,Poor (300-579),11,Payment Fees,Net Transaction Volume,-0.001491672700941347
Merchant 1,Poor (300-579),12,Payment Fees,Net Transaction Volume,-0.001518502137697184
Merchant 1,Poor (300-579),13,Payment Fees,Net Transaction Volume,-0.0015114127082048118
Merchant 1,Very Good (740-799),0,Payment Fees,Net Transaction Volume,-0.0014939726380833367
Merchant 1,Very Good (740-799),1,Payment Fees,Net Transaction Volume,-0.0014972645914339338
Merchant 1,Very Good (740-799),2,Payment Fees,Net Transaction Volume,-0.0014910678533763136
Merchant 1,Very Good (740-799),3,Payment Fees,Net Transaction Volume,-0.00149209015313707
Merchant 1,Very Good (740-799),4,Payment Fees,Net Transaction Volume,-0.0015091247578713398
Merchant 1,Very Good (740-799),5,Payment Fees,Net Transaction Volume,-0.0014790330782492218
Merchant 1,Very Good (740-799),6,Payment Fees,Net Transaction Volume,-0.0014971479632812264
Merchant 1,Very Good (740-799),7,Payment Fees,Net Transaction Volume,-0.001511600321029988
Merchant 1,Very Good (740-799),8,Payment Fees,Net Transaction Volume,-0.0014905651057103338
Merchant 1,Very Good (740-799),9,Payment Fees,Net Transaction Volume,-0.001515285531247078
Merchant 1,Very Good (740-799),10,Payment Fees,Net Transaction Volume,-0.0014829901564206768
Merchant 1,Very Good (740-799),11,Payment Fees,Net Transaction Volume,-0.0015004152180950639
Merchant 1,Very Good (740-799),12,Payment Fees,Net Transaction Volume,-0.0014965911990958475
Merchant 1,Very Good (740-799),13,Payment Fees,Net Transaction Volume,-0.0014680437380710297
Merchant 10,ALL,0,Payment Fees,Net Transaction Volume,-0.0014927479735996666
Merchant 10,ALL,1,Payment Fees,Net Transaction Volume,-0.0015169241941340218
Merchant 2,Exceptional (800-850),0,Payment Fees,Net Transaction Volume,-0.0014950410187339292
Merchant 2,Exceptional (800-850),1,Payment Fees,Net Transaction Volume,-0.00149158263364415
Merchant 2,Exceptional (800-850),2,Payment Fees,Net Transaction Volume,-0.0014865947366023294
Merchant 2,Exceptional (800-850),3,Payment Fees,Net Transaction Volume,-0.0015098220736495338
Merchant 2,Exceptional (800-850),4,Payment Fees,Net Transaction Volume,-0.001499306485555768
Merchant 2,Exceptional (800-850),5,Payment Fees,Net Transaction Volume,-0.0015174818465818808
Merchant 2,Exceptional (800-850),6,Payment Fees,Net Transaction Volume,-0.0015117594665511182
Merchant 2,Exceptional (800-850),7,Payment Fees,Net Transaction Volume,-0.0014745829349584053
Merchant 2,Exceptional (800-850),8,Payment Fees,Net Transaction Volume,-0.001494092839503513
Merchant 2,Exceptional (800-850),9,Payment Fees,Net Transaction Volume,-0.0015008083979661175
Merchant 2,Exceptional (800-850),10,Payment Fees,Net Transaction Volume,-0.0014945891182966636
Merchant 2,Exceptional (800-850),11,Payment Fees,Net Transaction Volume,-0.0014560511126040282
Merchant 2,Fair (580-669),0,Payment Fees,Net Transaction Volume,-0.0015104979256015056
Merchant 2,Fair (580-669),1,Payment Fees,Net Transaction Volume,-0.0015026849838571522
Merchant 2,Fair (580-669),2,Payment Fees,Net Transaction Volume,-0.0014962107713871666
Merchant 2,Fair (580-669),3,Payment Fees,Net Transaction Volume,-0.0015179882731482
Merchant 2,Fair (580-669),4,Payment Fees,Net Transaction Volume,-0.0015048726319494168
Merchant 2,Fair (580-669),5,Payment Fees,Net Transaction Volume,-0.0015115109736157277
Merchant 2,Fair (580-669),6,Payment Fees,Net Transaction Volume,-0.0014814120294407201
Merchant 2,Fair (580-669),7,Payment Fees,Net Transaction Volume,-0.0014869317712085603
Merchant 2,Fair (580-669),8,Payment Fees,Net Transaction Volume,-0.0014819898085824
Merchant 2,Fair (580-669),9,Payment Fees,Net Transaction Volume,-0.0015181350441466049
